Audio_ID,Audio_Path,Audio_Info_ID,Speaker_ID,Background_Modifier_ID
73,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio42-highway.webm,42,gkwmk,2
74,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio15-park.webm,15,gkwmk,3
75,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio01-highway.webm,1,gkwmk,2
76,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio46.webm,46,gkwmk,0
77,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio10-cafe.webm,10,gkwmk,1
78,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio34-park.webm,34,gkwmk,3
79,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio44-highway.webm,44,gkwmk,2
80,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio34.webm,34,gkwmk,0
81,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio18-highway.webm,18,gkwmk,2
82,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio25.webm,25,gkwmk,0
83,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio05-park.webm,5,gkwmk,3
84,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio20.webm,20,gkwmk,0
85,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio21-cafe.webm,21,gkwmk,1
86,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio41-cafe.webm,41,gkwmk,1
87,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio11-highway.webm,11,gkwmk,2
88,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio32-highway.webm,32,gkwmk,2
89,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio37.webm,37,gkwmk,0
90,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio00-cafe.webm,0,gkwmk,1
91,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio08.webm,8,gkwmk,0
92,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio13.webm,13,gkwmk,0
93,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio45.webm,45,gkwmk,0
94,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio04-cafe.webm,4,gkwmk,1
95,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio40-park.webm,40,gkwmk,3
96,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio32-park.webm,32,gkwmk,3
97,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio30-park.webm,30,gkwmk,3
98,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio31-park.webm,31,gkwmk,3
99,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio17-cafe.webm,17,gkwmk,1
100,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio49-park.webm,49,gkwmk,3
101,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio14-highway.webm,14,gkwmk,2
102,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio47-highway.webm,47,gkwmk,2
103,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio41-highway.webm,41,gkwmk,2
104,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio19-park.webm,19,gkwmk,3
105,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio29-cafe.webm,29,gkwmk,1
106,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio19-cafe.webm,19,gkwmk,1
107,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio48-park.webm,48,gkwmk,3
108,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio42.webm,42,gkwmk,0
109,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio43-cafe.webm,43,gkwmk,1
110,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio45-park.webm,45,gkwmk,3
111,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio08-park.webm,8,gkwmk,3
112,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio23.webm,23,gkwmk,0
113,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio31-highway.webm,31,gkwmk,2
114,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio03-cafe.webm,3,gkwmk,1
115,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio07-highway.webm,7,gkwmk,2
116,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio04.webm,4,gkwmk,0
117,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio33-cafe.webm,33,gkwmk,1
118,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio25-cafe.webm,25,gkwmk,1
119,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio28.webm,28,gkwmk,0
120,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio20-highway.webm,20,gkwmk,2
122,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio30-cafe.webm,30,gkwmk,1
123,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio00-park.webm,0,gkwmk,3
124,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio25-highway.webm,25,gkwmk,2
125,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio43.webm,43,gkwmk,0
126,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio09-cafe.webm,9,gkwmk,1
127,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio23-highway.webm,23,gkwmk,2
128,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio18-park.webm,18,gkwmk,3
129,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio39.webm,39,gkwmk,0
130,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio45-cafe.webm,45,gkwmk,1
131,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio46-highway.webm,46,gkwmk,2
132,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio26-cafe.webm,26,gkwmk,1
133,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio41.webm,41,gkwmk,0
134,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio06-park.webm,6,gkwmk,3
135,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio24-park.webm,24,gkwmk,3
136,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio12-park.webm,12,gkwmk,3
137,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio24-highway.webm,24,gkwmk,2
138,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio02-park.webm,2,gkwmk,3
139,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio47-cafe.webm,47,gkwmk,1
140,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio35-cafe.webm,35,gkwmk,1
141,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio45-highway.webm,45,gkwmk,2
142,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio17-highway.webm,17,gkwmk,2
143,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio48-highway.webm,48,gkwmk,2
144,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio38.webm,38,gkwmk,0
145,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio12.webm,12,gkwmk,0
146,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio10.webm,10,gkwmk,0
147,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio13-park.webm,13,gkwmk,3
148,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio39-highway.webm,39,gkwmk,2
149,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio44-cafe.webm,44,gkwmk,1
150,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio46-cafe.webm,46,gkwmk,1
151,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio10-highway.webm,10,gkwmk,2
152,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio12-highway.webm,12,gkwmk,2
153,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio21.webm,21,gkwmk,0
154,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio01-cafe.webm,1,gkwmk,1
155,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio33-highway.webm,33,gkwmk,2
156,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio48-cafe.webm,48,gkwmk,1
157,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio28-highway.webm,28,gkwmk,2
158,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio11-cafe.webm,11,gkwmk,1
159,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio37-park.webm,37,gkwmk,3
160,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio11.webm,11,gkwmk,0
161,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio17.webm,17,gkwmk,0
162,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio31-cafe.webm,31,gkwmk,1
163,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio03.webm,3,gkwmk,0
164,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio41-park.webm,41,gkwmk,3
165,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio15-highway.webm,15,gkwmk,2
166,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio29.webm,29,gkwmk,0
167,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio07-park.webm,7,gkwmk,3
168,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio30-highway.webm,30,gkwmk,2
169,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio46-park.webm,46,gkwmk,3
170,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio22-cafe.webm,22,gkwmk,1
171,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio00.webm,0,gkwmk,0
172,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio33-park.webm,33,gkwmk,3
173,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio30.webm,30,gkwmk,0
174,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio24-cafe.webm,24,gkwmk,1
175,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio18-cafe.webm,18,gkwmk,1
176,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio44.webm,44,gkwmk,0
177,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio32.webm,32,gkwmk,0
178,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio25-park.webm,25,gkwmk,3
179,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio35-highway.webm,35,gkwmk,2
180,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio29-highway.webm,29,gkwmk,2
181,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio16-highway.webm,16,gkwmk,2
182,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio02.webm,2,gkwmk,0
183,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio20-cafe.webm,20,gkwmk,1
184,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio35-park.webm,35,gkwmk,3
185,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio10-park.webm,10,gkwmk,3
186,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio43-park.webm,43,gkwmk,3
187,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio39-park.webm,39,gkwmk,3
188,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio38-park.webm,38,gkwmk,3
189,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio36-park.webm,36,gkwmk,3
190,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio09-park.webm,9,gkwmk,3
191,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio44-park.webm,44,gkwmk,3
192,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio22.webm,22,gkwmk,0
193,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio28-park.webm,28,gkwmk,3
194,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio39-cafe.webm,39,gkwmk,1
195,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio27-highway.webm,27,gkwmk,2
196,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio31.webm,31,gkwmk,0
197,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio38-cafe.webm,38,gkwmk,1
198,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio49.webm,49,gkwmk,0
199,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio26.webm,26,gkwmk,0
200,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio42-park.webm,42,gkwmk,3
201,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio47.webm,47,gkwmk,0
203,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/gkwmk/audio06-highway.webm,6,gkwmk,2
204,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/orzuu/audio29-park.webm,29,orzuu,3
205,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/orzuu/audio00-highway.webm,0,orzuu,2
206,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/orzuu/audio20-park.webm,20,orzuu,3
207,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/orzuu/audio22-park.webm,22,orzuu,3
208,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/orzuu/audio01-park.webm,1,orzuu,3
209,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/orzuu/audio02-cafe.webm,2,orzuu,1
210,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/orzuu/audio21-highway.webm,21,orzuu,2
211,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/orzuu/audio36-cafe.webm,36,orzuu,1
212,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/orzuu/audio23-park.webm,23,orzuu,3
213,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/orzuu/audio16-park.webm,16,orzuu,3
214,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/orzuu/audio08-highway.webm,8,orzuu,2
215,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/orzuu/audio34-highway.webm,34,orzuu,2
216,/home/hugo/Documents/kcl-project-preprocessing/2023-12-04-HMI-dataset/orzuu/audio36-highway.webm,36,orzuu,2
